2014-10-31,12:46:56.927,96.0
2014-10-31,12:46:57.854,95.0
2014-10-31,12:46:58.878,94.0
2014-10-31,12:46:59.856,91.0
2014-10-31,12:47:00.879,90.0
2014-10-31,12:47:01.851,89.0
2014-10-31,12:47:03.903,88.0
2014-10-31,12:47:03.905,89.0
2014-10-31,12:47:04.901,90.0
2014-10-31,12:47:05.902,91.0
2014-10-31,12:47:06.896,92.0
2014-10-31,12:47:07.895,93.0
2014-10-31,12:47:08.892,93.0
2014-10-31,12:47:09.890,94.0
2014-10-31,12:47:10.887,94.0
2014-10-31,12:47:11.885,94.0
2014-10-31,12:47:12.884,94.0
2014-10-31,12:47:13.877,94.0
2014-10-31,12:47:14.876,95.0
2014-10-31,12:47:15.873,95.0
2014-10-31,12:47:16.872,95.0
2014-10-31,12:47:17.868,96.0
2014-10-31,12:47:18.865,97.0
2014-10-31,12:47:19.863,97.0
2014-10-31,12:47:20.860,98.0
2014-10-31,12:47:21.859,98.0
2014-10-31,12:47:22.857,99.0
2014-10-31,12:47:23.854,98.0
2014-10-31,12:47:24.853,98.0
2014-10-31,12:47:25.849,98.0
2014-10-31,12:47:27.847,97.0
2014-10-31,12:47:28.845,97.0
2014-10-31,12:47:29.840,97.0
2014-10-31,12:47:30.837,96.0
2014-10-31,12:47:31.832,97.0
2014-10-31,12:47:32.834,97.0
2014-10-31,12:47:33.827,96.0
2014-10-31,12:47:34.828,96.0
2014-10-31,12:47:35.823,96.0
2014-10-31,12:47:37.818,96.0
2014-10-31,12:47:37.838,95.0
2014-10-31,12:47:38.815,95.0
2014-10-31,12:47:39.813,96.0
2014-10-31,12:47:41.808,97.0
2014-10-31,12:47:41.810,97.0
2014-10-31,12:47:42.808,98.0
2014-10-31,12:47:44.801,98.0
2014-10-31,12:47:44.804,98.0
2014-10-31,12:47:45.798,95.0
2014-10-31,12:47:46.795,93.0
2014-10-31,12:47:47.793,92.0
2014-10-31,12:47:48.790,90.0
2014-10-31,12:47:49.788,89.0
2014-10-31,12:47:50.785,89.0
2014-10-31,12:47:51.784,90.0
2014-10-31,12:47:52.780,90.0
2014-10-31,12:47:53.777,90.0
2014-10-31,12:47:54.775,90.0
2014-10-31,12:47:55.772,90.0
2014-10-31,12:47:57.767,89.0
2014-10-31,12:47:57.783,88.0
2014-10-31,12:47:58.765,88.0
2014-10-31,12:47:59.782,87.0
2014-10-31,12:48:00.760,87.0
2014-10-31,12:48:01.760,87.0
2014-10-31,12:48:02.754,87.0
2014-10-31,12:48:03.753,87.0
2014-10-31,12:48:04.750,88.0
2014-10-31,12:48:05.747,88.0
2014-10-31,12:48:06.745,88.0
2014-10-31,12:48:07.742,89.0
2014-10-31,12:48:08.740,91.0
2014-10-31,12:48:09.737,92.0
2014-10-31,12:48:10.734,92.0
2014-10-31,12:48:11.733,92.0
2014-10-31,12:48:12.730,92.0
2014-10-31,12:48:13.728,92.0
2014-10-31,12:48:14.725,92.0
2014-10-31,12:48:15.723,92.0
2014-10-31,12:48:16.720,92.0
2014-10-31,12:48:17.718,93.0
2014-10-31,12:48:18.715,93.0
2014-10-31,12:48:19.719,93.0
2014-10-31,12:48:20.710,94.0
2014-10-31,12:48:21.720,94.0
2014-10-31,12:48:22.710,94.0
2014-10-31,12:48:23.706,95.0
2014-10-31,12:48:24.715,95.0
2014-10-31,12:48:25.700,96.0
2014-10-31,12:48:26.697,97.0
2014-10-31,12:48:27.696,97.0
2014-10-31,12:48:28.695,97.0
2014-10-31,12:48:29.691,96.0
2014-10-31,12:48:30.691,96.0
2014-10-31,12:48:31.685,95.0
2014-10-31,12:48:32.683,95.0
2014-10-31,12:48:33.680,96.0
2014-10-31,12:48:34.677,96.0
2014-10-31,12:48:35.675,97.0
2014-10-31,12:48:36.673,97.0
2014-10-31,12:48:37.669,97.0
2014-10-31,12:48:38.667,96.0
2014-10-31,12:48:39.665,93.0
2014-10-31,12:48:40.661,92.0
2014-10-31,12:48:41.660,90.0
2014-10-31,12:48:42.655,90.0
2014-10-31,12:48:43.655,89.0
2014-10-31,12:48:44.652,88.0
2014-10-31,12:48:45.650,88.0
2014-10-31,12:48:46.647,87.0
2014-10-31,12:48:47.645,87.0
2014-10-31,12:48:48.642,87.0
2014-10-31,12:48:49.640,86.0
2014-10-31,12:48:50.637,87.0
2014-10-31,12:48:51.635,87.0
2014-10-31,12:48:52.633,89.0
2014-10-31,12:48:53.630,89.0
2014-10-31,12:48:54.627,92.0
2014-10-31,12:48:55.625,93.0
2014-10-31,12:48:56.622,94.0
2014-10-31,12:48:57.620,95.0
2014-10-31,12:48:58.617,95.0
2014-10-31,12:48:59.615,96.0
2014-10-31,12:49:00.613,96.0
2014-10-31,12:49:01.613,96.0
2014-10-31,12:49:02.607,96.0
2014-10-31,12:49:03.605,96.0
2014-10-31,12:49:05.600,96.0
2014-10-31,12:49:05.605,95.0
2014-10-31,12:49:06.597,95.0
2014-10-31,12:49:07.595,94.0
2014-10-31,12:49:08.593,93.0
2014-10-31,12:49:09.590,92.0
2014-10-31,12:49:10.587,92.0
2014-10-31,12:49:11.586,92.0
2014-10-31,12:49:12.585,92.0
2014-10-31,12:49:13.580,92.0
2014-10-31,12:49:14.577,92.0
2014-10-31,12:49:16.573,92.0
2014-10-31,12:49:16.578,92.0
2014-10-31,12:49:17.582,92.0
2014-10-31,12:49:20.564,92.0
2014-10-31,12:49:20.569,91.0
2014-10-31,12:49:20.576,91.0
2014-10-31,12:49:22.558,90.0
2014-10-31,12:49:22.587,90.0
2014-10-31,12:49:23.555,89.0
2014-10-31,12:49:24.552,89.0
2014-10-31,12:49:25.550,89.0
2014-10-31,12:49:26.549,89.0
2014-10-31,12:49:27.545,89.0
2014-10-31,12:49:28.543,89.0
2014-10-31,12:49:29.540,89.0
2014-10-31,12:49:30.537,89.0
2014-10-31,12:49:31.535,89.0
2014-10-31,12:49:32.533,89.0
2014-10-31,12:49:33.529,89.0
2014-10-31,12:49:34.527,89.0
2014-10-31,12:49:35.522,90.0
2014-10-31,12:49:36.523,90.0
2014-10-31,12:49:37.520,91.0
2014-10-31,12:49:39.515,91.0
2014-10-31,12:49:39.521,91.0
2014-10-31,12:49:40.512,91.0
2014-10-31,12:49:41.510,91.0
2014-10-31,12:49:43.505,92.0
2014-10-31,12:49:43.510,92.0
2014-10-31,12:49:44.502,93.0
2014-10-31,12:49:45.498,96.0
2014-10-31,12:49:46.497,97.0
2014-10-31,12:49:47.495,98.0
2014-10-31,12:49:48.493,99.0
2014-10-31,12:49:49.490,99.0
2014-10-31,12:49:50.487,98.0
2014-10-31,12:49:51.484,97.0
2014-10-31,12:49:52.482,97.0
2014-10-31,12:49:53.480,98.0
2014-10-31,12:49:55.475,98.0
2014-10-31,12:49:55.480,99.0
2014-10-31,12:49:56.473,101.0
2014-10-31,12:49:57.470,101.0
2014-10-31,12:49:58.467,102.0
2014-10-31,12:49:59.464,102.0
2014-10-31,12:50:00.462,102.0
2014-10-31,12:50:01.460,101.0
2014-10-31,12:50:02.458,100.0
2014-10-31,12:50:03.455,100.0
2014-10-31,12:50:04.453,100.0
2014-10-31,12:50:05.450,100.0
2014-10-31,12:50:06.447,100.0
2014-10-31,12:50:07.445,99.0
2014-10-31,12:50:08.442,97.0
2014-10-31,12:50:09.439,93.0
2014-10-31,12:50:10.437,91.0
2014-10-31,12:50:11.434,90.0
2014-10-31,12:50:12.433,88.0
2014-10-31,12:50:13.430,87.0
2014-10-31,12:50:14.427,86.0
2014-10-31,12:50:15.426,86.0
2014-10-31,12:50:16.422,86.0
2014-10-31,12:50:17.420,87.0
2014-10-31,12:50:18.419,87.0
2014-10-31,12:50:19.414,87.0
2014-10-31,12:50:20.412,88.0
2014-10-31,12:50:21.409,89.0
2014-10-31,12:50:22.407,89.0
2014-10-31,12:50:23.404,89.0
2014-10-31,12:50:24.403,89.0
2014-10-31,12:50:25.400,88.0
2014-10-31,12:50:26.397,87.0
2014-10-31,12:50:30.389,86.0
2014-10-31,12:50:30.395,87.0
2014-10-31,12:50:30.400,88.0
2014-10-31,12:50:30.403,90.0
2014-10-31,12:50:31.385,91.0
2014-10-31,12:50:32.383,92.0
2014-10-31,12:50:33.380,93.0
2014-10-31,12:50:34.377,94.0
2014-10-31,12:50:35.374,94.0
2014-10-31,12:50:36.373,94.0
2014-10-31,12:50:37.369,94.0
2014-10-31,12:50:38.367,94.0
2014-10-31,12:50:39.365,95.0
2014-10-31,12:50:40.363,95.0
2014-10-31,12:50:41.359,95.0
2014-10-31,12:50:42.357,95.0
2014-10-31,12:50:43.355,95.0
2014-10-31,12:50:44.353,95.0
2014-10-31,12:50:45.353,96.0
2014-10-31,12:50:46.347,96.0
2014-10-31,12:50:47.345,97.0
2014-10-31,12:50:49.340,98.0
2014-10-31,12:50:49.345,100.0
2014-10-31,12:50:50.337,100.0
2014-10-31,12:50:51.336,101.0
2014-10-31,12:50:52.332,100.0
2014-10-31,12:50:53.328,99.0
2014-10-31,12:50:54.327,98.0
2014-10-31,12:50:55.324,97.0
