2014-10-31,10:24:30.603,87.0
2014-10-31,10:24:31.598,88.0
2014-10-31,10:24:32.612,90.0
2014-10-31,10:24:33.601,91.0
2014-10-31,10:24:34.599,92.0
2014-10-31,10:24:36.272,93.0
2014-10-31,10:24:37.268,93.0
2014-10-31,10:24:38.265,92.0
2014-10-31,10:24:39.263,92.0
2014-10-31,10:24:40.261,92.0
2014-10-31,10:24:41.258,92.0
2014-10-31,10:24:42.258,92.0
2014-10-31,10:24:43.253,93.0
2014-10-31,10:24:44.255,93.0
2014-10-31,10:24:45.248,94.0
2014-10-31,10:24:46.246,94.0
2014-10-31,10:24:47.244,95.0
2014-10-31,10:24:48.241,95.0
2014-10-31,10:24:49.238,96.0
2014-10-31,10:24:50.235,97.0
2014-10-31,10:24:51.234,100.0
2014-10-31,10:24:52.232,101.0
2014-10-31,10:24:53.228,103.0
2014-10-31,10:24:54.229,105.0
2014-10-31,10:24:55.226,105.0
2014-10-31,10:24:56.224,104.0
2014-10-31,10:24:57.221,103.0
2014-10-31,10:24:58.219,102.0
2014-10-31,10:24:59.214,99.0
2014-10-31,10:25:00.211,97.0
2014-10-31,10:25:01.212,95.0
2014-10-31,10:25:02.208,92.0
2014-10-31,10:25:03.207,91.0
2014-10-31,10:25:04.208,91.0
2014-10-31,10:25:05.200,91.0
2014-10-31,10:25:06.201,92.0
2014-10-31,10:25:07.196,93.0
2014-10-31,10:25:08.210,94.0
2014-10-31,10:25:09.190,95.0
2014-10-31,10:25:10.189,98.0
2014-10-31,10:25:11.184,100.0
2014-10-31,10:25:12.184,102.0
2014-10-31,10:25:13.181,103.0
2014-10-31,10:25:14.178,103.0
2014-10-31,10:25:15.175,102.0
2014-10-31,10:25:16.175,102.0
2014-10-31,10:25:17.171,102.0
2014-10-31,10:25:18.169,101.0
2014-10-31,10:25:19.166,100.0
2014-10-31,10:25:20.165,100.0
2014-10-31,10:25:21.162,101.0
2014-10-31,10:25:22.159,102.0
2014-10-31,10:25:23.156,102.0
2014-10-31,10:25:24.154,102.0
2014-10-31,10:25:25.152,102.0
2014-10-31,10:25:26.149,100.0
2014-10-31,10:25:27.147,99.0
2014-10-31,10:25:28.146,98.0
2014-10-31,10:25:29.141,97.0
2014-10-31,10:25:30.139,97.0
2014-10-31,10:25:31.135,97.0
2014-10-31,10:25:32.136,98.0
2014-10-31,10:25:33.133,98.0
2014-10-31,10:25:34.129,100.0
2014-10-31,10:25:35.127,101.0
2014-10-31,10:25:36.126,103.0
2014-10-31,10:25:37.123,103.0
2014-10-31,10:25:38.119,103.0
2014-10-31,10:25:39.117,103.0
2014-10-31,10:25:40.114,102.0
2014-10-31,10:25:41.108,101.0
2014-10-31,10:25:42.109,100.0
2014-10-31,10:25:43.104,99.0
2014-10-31,10:25:44.105,99.0
2014-10-31,10:25:45.100,98.0
2014-10-31,10:25:46.099,98.0
2014-10-31,10:25:47.096,98.0
2014-10-31,10:25:48.095,98.0
2014-10-31,10:25:49.091,98.0
2014-10-31,10:25:50.089,97.0
2014-10-31,10:25:51.089,97.0
2014-10-31,10:25:52.085,96.0
2014-10-31,10:25:53.080,96.0
2014-10-31,10:25:54.080,97.0
2014-10-31,10:25:55.077,97.0
2014-10-31,10:25:56.076,97.0
2014-10-31,10:25:57.071,97.0
2014-10-31,10:25:58.069,95.0
2014-10-31,10:25:59.067,94.0
2014-10-31,10:26:00.061,93.0
2014-10-31,10:26:01.061,92.0
2014-10-31,10:26:02.060,92.0
2014-10-31,10:26:03.060,93.0
2014-10-31,10:26:05.051,93.0
2014-10-31,10:26:05.059,93.0
2014-10-31,10:26:06.049,93.0
2014-10-31,10:26:07.047,93.0
2014-10-31,10:26:08.045,93.0
2014-10-31,10:26:09.041,93.0
2014-10-31,10:26:10.035,93.0
2014-10-31,10:26:11.037,94.0
2014-10-31,10:26:12.035,94.0
2014-10-31,10:26:13.031,95.0
2014-10-31,10:26:14.028,96.0
2014-10-31,10:26:15.027,97.0
2014-10-31,10:26:16.025,98.0
2014-10-31,10:26:17.021,98.0
2014-10-31,10:26:18.017,98.0
2014-10-31,10:26:19.017,98.0
2014-10-31,10:26:20.020,99.0
2014-10-31,10:26:21.010,99.0
2014-10-31,10:26:22.010,99.0
2014-10-31,10:26:23.007,98.0
2014-10-31,10:26:24.006,96.0
2014-10-31,10:26:25.001,94.0
2014-10-31,10:26:25.997,93.0
2014-10-31,10:26:26.998,92.0
2014-10-31,10:26:27.996,92.0
2014-10-31,10:26:28.991,93.0
2014-10-31,10:26:29.989,94.0
2014-10-31,10:26:30.985,94.0
2014-10-31,10:26:31.987,95.0
2014-10-31,10:26:32.983,94.0
2014-10-31,10:26:33.979,94.0
2014-10-31,10:26:34.977,93.0
2014-10-31,10:26:35.975,92.0
2014-10-31,10:26:36.968,92.0
2014-10-31,10:26:37.976,92.0
2014-10-31,10:26:38.966,93.0
2014-10-31,10:26:39.965,94.0
2014-10-31,10:26:40.961,94.0
2014-10-31,10:26:41.956,95.0
2014-10-31,10:26:42.957,96.0
2014-10-31,10:26:44.953,95.0
2014-10-31,10:26:44.958,95.0
2014-10-31,10:26:45.948,94.0
2014-10-31,10:26:46.948,94.0
2014-10-31,10:26:47.944,93.0
2014-10-31,10:26:48.942,93.0
2014-10-31,10:26:49.939,93.0
2014-10-31,10:26:50.936,93.0
2014-10-31,10:26:51.936,93.0
2014-10-31,10:26:52.934,93.0
2014-10-31,10:26:53.929,93.0
2014-10-31,10:26:54.929,92.0
2014-10-31,10:26:55.925,92.0
2014-10-31,10:26:56.922,92.0
2014-10-31,10:26:57.920,92.0
2014-10-31,10:26:58.918,93.0
2014-10-31,10:26:59.914,94.0
2014-10-31,10:27:00.908,94.0
2014-10-31,10:27:01.909,94.0
2014-10-31,10:27:02.905,94.0
2014-10-31,10:27:03.902,93.0
2014-10-31,10:27:04.901,92.0
2014-10-31,10:27:05.896,92.0
2014-10-31,10:27:06.898,93.0
2014-10-31,10:27:07.895,93.0
2014-10-31,10:27:08.892,95.0
2014-10-31,10:27:09.887,98.0
2014-10-31,10:27:10.887,100.0
2014-10-31,10:27:11.885,103.0
2014-10-31,10:27:12.882,105.0
2014-10-31,10:27:13.878,108.0
2014-10-31,10:27:14.873,111.0
2014-10-31,10:27:15.873,112.0
2014-10-31,10:27:16.873,114.0
2014-10-31,10:27:17.870,114.0
2014-10-31,10:27:18.867,113.0
2014-10-31,10:27:19.864,113.0
2014-10-31,10:27:20.861,112.0
2014-10-31,10:27:22.857,112.0
2014-10-31,10:27:22.865,113.0
2014-10-31,10:27:23.852,114.0
2014-10-31,10:27:24.853,115.0
2014-10-31,10:27:25.861,116.0
